competency,question,answer1,answer2,answer3,answer4
Creativity,You combine different ideas and viewpoints.,Needs Improvement,Meets Minimum Standards,Is Proficient,Role Model
Creativity,I ensure that the basic needs of each party are satisfied.,Needs Improvement,Meets Minimum Standards,Is Proficient,Role Model
Creativity,I steer the process towards compromise and conflict resolution.,Needs Improvement,Meets Minimum Standards,Is Proficient,Role Model
Creativity,You help others avoid misperceptions.,Needs Improvement,Meets Minimum Standards,Is Proficient,Role Model
Creativity,I encourage individuals to seek areas of common ground.,Needs Improvement,Meets Minimum Standards,Is Proficient,Role Model
Creativity,Is creative.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Inspires creativity in their team.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Adds value to the department/organization.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,"Conceives, implements and evaluates ideas.",Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Develops solutions to challenging problems.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,"Confidently communicates across all organizational levels, including external stakeholders.",Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Communicates the vision of the organization to all employees.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Listens attentively and without interrupting team members and customers,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Makes eye contact with the person they are speaking with.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Welcomes input and suggestions from others.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Looks for ways to expand and learn new job skills.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Looks for ways to improve work processes and procedures.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Analyzes processes to determine areas for improvement.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,"Searches for new methods, techniques, and processes that increase efficiency and reduce costs.",Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Encourages an employee culture of continuous improvement to seek out better ways of doing things.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Starts meetings on time.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Arrives to meetings on time.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Starts the workday when scheduled.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Responds to requests for information in a timely manner.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Conducts appointments at scheduled start time.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Is open to listening to others who may have different ideas.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Evaluates information before making a final decision.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Makes decisions independently (without having to be told what or how).,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Makes good decisions for the department.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Makes creative decisions.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Willingly shares his/her technical expertise; sought out as resource by others,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Keeps current with technical advances within his/her professional discipline; embraces and applies new techniques and practices,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Seeks information from others as needed.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Willingly shares information and expertise; sought out as resource by others,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Knows how to produce high quality products/work.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Identifies predictable hazards in the workplace.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Keeps accurate safety records.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Participates in safety training when offered.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Mitigates hazards and safety issues that arise.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Supports safety programs and procedures.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Demonstrates a sense of responsibility and commitment to public trust.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,"Communicates an understanding of the other person's interests, needs and concerns.",Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Consistently keeps commitments.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Delivers on promises made.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Takes care to maintain confidential information.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Maintains good interpersonal relationships with representatives from the other party.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Able to adapt to dynamic situations created by new information or unexpected challenges.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Justifies viewpoints using strong and credible data.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Influences others through rational argument and persuasion.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Engages in questioning to obtain necessary information and examine various alternatives.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Analyzes current business practices to make better informed decisions.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Shares information among teams and departments.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Identifies new business opportunities.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Able to correctly assess current/estimated valuations.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,"Conducts thorough market research to understand industry trends, customer needs, and competitive landscapes.",Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Creates and executes a strategic vision that drives the company's growth forward.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Fosters a leadership vision that promotes innovation and growth.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Supports a culture of the department that is willing to implement the company's vision.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Clearly articulates a vision for his/her work and inspires others to support it,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Develops an inspiring and ambitious vision of growth for the organization's future.,Clear Strength,Capable and Effective,Could Benefit from Development,Needs Significant Improvement
Creativity,Adds value to the department/organization.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Creates a lot of new ideas.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Inspires creativity in their team.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,"Conceives, implements and evaluates ideas.",Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Is creative.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Seeks to enhance the performance of employees under their supervision.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Works well with the team members.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Provides clear expectations of outcomes during performance reviews.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Provides direction and coaching to employees.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Encourages employees to take responsibility for mistakes.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Defines goals and objectives for subordinates.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Sets clear and reasonable expectations for others and follows through on their progress.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,"Tells subordinates what to do, not how to do it.",Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Encourages and empowers subordinates to use initiative in achieving goals and objectives.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,"Defines the roles, responsibilities, required actions, and deadlines for team members.",Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Maintains detailed instructions to ensure consistency and quality in the production line.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Implements appropriate training to maintain high quality standards.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Assesses strengths and weaknesses of various quality initiatives.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Able to anticipate quality issues and take preventative actions.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Ensures high consistency across batches or production runs.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Takes advantage of opportunities when they become available.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Actively works on resolving the issue instead of procrastinating or hoping it will resolve itself.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Acts with urgency when time is limited.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Encourages others on the team to suggest process improvements.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Takes the initiative to solve pressing issues.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Addresses employee behavior problems effectively.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Conducts regular performance appraisals and feedback.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,"Helps employees to understand responsibilities, authority, and expectations.",Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Helps employees to maintain high personal standards.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,"Provides clear, motivating, and constructive feedback.",Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Takes the initiative to complete tasks.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Balances risks and rewards when making decisions.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Understands the processes and various stages of business development.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Maintains a high level of energy to respond to demands of the job.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Excellent at managing relationships with stakeholders.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Understands the current organizational culture.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Able to use corporate politics to advance department objectives.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Effective in communicating with others within the organization.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Gets things done through the department.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Creativity,Able to explain departmental policies and procedures to others.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Unknown,Creates a lot of new ideas.,,,,
Unknown,Inspires creativity in their team.,,,,
Unknown,"Conceives, implements and evaluates ideas.",,,,
Unknown,Is creative.,,,,
Unknown,Adds value to the department/organization.,,,,
Unknown,Keep themselves up-to-date of technical/professional issues,,,,
Unknown,Contributing fully to the extent of their skills,,,,
Unknown,Seeks opportunities for continuous learning.,,,,
Unknown,Encourages employees to take courses relevant to their job.,,,,
Unknown,Quickly acquire and apply new knowledge and skills when needed,,,,
Unknown,"Observes, analyzes, and responds to merchandise needs while serving customers and accomplishing operational tasks.",,,,
Unknown,Coordinates the work of a team by assigning tasks to other team members.,,,,
Unknown,Assigns tasks based on skills of team members.,,,,
Unknown,Plans and organizes continuously while performing all other responsibilities and activities.,,,,
Unknown,Spends the most time and effort on critical tasks first.,,,,
Unknown,Sets long-term and short-term goals.,,,,
Unknown,Communicates goals and objectives to employees.,,,,
Unknown,Ability to establish realistic goals.,,,,
Unknown,Consistently provides me with timely feedback for improving my performance.,,,,
Unknown,Works toward achieving established goals and objectives.,,,,
Unknown,Reinforces and rewards employees for accomplishing necessary goals.,,,,
Unknown,Recognizes team members who offer a significant contribution to a project.,,,,
Unknown,Recognizes individuals for a specific outstanding achievement.,,,,
Unknown,Readily shares credit and gives others opportunity for visibility.,,,,
Unknown,Makes people around them feel appreciated and valued.,,,,
Unknown,Works effectively with people from other departments.,,,,
Unknown,Consistently demonstrates ability and willingness to trust others.,,,,
Unknown,Supports the efforts of other employees in implementing solutions to problems.,,,,
Unknown,...treats others with respect and dignity.,,,,
Unknown,Is able to see issues from others' perspectives.,,,,
Unknown,Understands how decisions impact other business units beyond their immediate department of work group.,,,,
Unknown,Attends [Company] gatherings and social events.,,,,
Unknown,Follows existing procedures and processes.,,,,
Unknown,Understands the use of [Company] products and services.,,,,
Unknown,Impresses upon others the important aspects of [Company].,,,,
Unknown,Accepts setbacks and challenges in foreign markets as improvement opportunities,,,,
Unknown,Volunteers for experiences and assignments abroad.,,,,
Unknown,Forms strong client relationships with international partners.,,,,
Unknown,Understands global systems such as the global economy.,,,,
Unknown,Comfortable using teleconferencing equipment to facilitate meetings with others abroad.,,,,
Unknown,Is creative.,,,,
Unknown,"Conceives, implements and evaluates ideas.",,,,
Unknown,Creates a lot of new ideas.,,,,
Unknown,Is creative and inspirational.,,,,
Unknown,Develops solutions to challenging problems.,,,,
Unknown,Completes a large volume of work.,,,,
Unknown,Identifies ways to simplify work processes and reduce cycle times,,,,
Unknown,Coach others to foster an environment which can adapt quickly and willingly to rapid change.,,,,
Unknown,Seeks and utilizes opportunities for continuous learning and self-development.,,,,
Unknown,Conveys a sense of urgency about addressing problems and opportunities,,,,
Unknown,Accepts individual differences.,,,,
Unknown,Maintains an inclusive work environment that maximizes the talents of others in achieving goals.,,,,
Unknown,Seeks out different viewpoints and benefits from different perspectives.,,,,
Unknown,Hires individuals with different cultural backgrounds for the department.,,,,
Unknown,Willing to work with employees who have different cultural backgrounds.,,,,
Unknown,Listens and responds to issues and problems,,,,
Unknown,Effectively organizes resources and plans,,,,
Unknown,...Overall Performance,,,,
Unknown,Has great overall performance,,,,
Unknown,Effective in performing his/her job.,,,,
Unknown,Inspires and motivates co-workers to be productive and energetic at work,,,,
Unknown,Sets important goals for the department.,,,,
Unknown,Gives extra effort to solve problems and get work done on time.,,,,
Unknown,Is a high achiever.,,,,
Unknown,Works hard despite obstacles that impede progress.,,,,
Unknown,Strives to lead by example to demonstrate the value of interpersonal relationships.,,,,
Unknown,Creates an atmosphere that supports the open expression of ideas,,,,
Unknown,Provides constructive feedback in a way that fosters acceptance and development.,,,,
Unknown,Is trusted by peers and co-workers; others are willing to confide in him/her,,,,
Unknown,Is a role model for others demonstrating the importance of interpersonal skills.,,,,
Unknown,Ensures employees understand what is being assigned to them.,,,,
Unknown,Supports the decisions of others.,,,,
Unknown,Values the expertise that others bring to the team.,,,,
Unknown,Trusts employees with important responsibilities.,,,,
Unknown,Gives employees opportunities to demonstrate their skills.,,,,
Unknown,Develops partnerships with other colleagues in the industry.,,,,
Unknown,Forges mutually beneficial relationships between individuals with diverse backgrounds.,,,,
Unknown,Uses informal networks to share information.,,,,
Unknown,Identifies partnerships with overseas companies to expand market opportunities.,,,,
Unknown,Facilitates cross-functional collaboration and information sharing between various stakeholders.,,,,
Unknown,Compliments other people when they do good work,,,,
Unknown,Finds opportunities to recognize others.,,,,
Unknown,Recognizes the abilities and skills of self and others,,,,
Unknown,Makes people around them feel appreciated and valued.,,,,
Unknown,Recognizes team members who offer a significant contribution to a project.,,,,
Unknown,Maintains a high level of energy to respond to demands of the job.,,,,
Unknown,Devotes a certain amount of time and effort to developing new business opportunities.,,,,
Unknown,Can work effectively in an environment of uncertainty.,,,,
Unknown,Encourages risk taking for developing potential business opportunities.,,,,
Unknown,Finds unique ways to go around barriers to success.,,,,
Unknown,You develop solutions to challenging problems.,,,,
Unknown,You are creative and inspirational.,,,,
Unknown,"You conceive, implement and evaluate ideas.",,,,
Unknown,You add value to the department/organization.,,,,
Unknown,You inspire creativity in your team.,,,,
Unknown,You hold self and associates accountable for goal achievement.,,,,
Unknown,You exhibit willingness to upgrade skills through additional training and education.,,,,
Unknown,You are open minded and curious about learning new skills.,,,,
Unknown,You will participate in training classes even if offered outside of normal working hours.,,,,
Unknown,You embrace new technology and procedures.,,,,
Unknown,You allow employees to fully participate in employee training and professional development.,,,,
Unknown,You encourage employees to take courses relevant to their job.,,,,
Unknown,You quickly acquire and apply new knowledge and skills when needed,,,,
Unknown,You keep yourself up-to-date of technical/professional issues,,,,
Unknown,You seek opportunities for continuous learning.,,,,
Unknown,You understand what others need.,,,,
Unknown,You ensure stakeholders are involved in the decision making process.,,,,
Unknown,You attempt to persuade others rather than simply control them.,,,,
Unknown,You have excellent influencing/negotiating skills.,,,,
Unknown,You seek to obtain consensus or compromise.,,,,
Unknown,You promote disruptive innovation empowering managers to challenge the status quo and push the boundaries of what's possible.,,,,
Unknown,You facilitate ongoing technical training and development to enable employees to contribute to innovative solutions.,,,,
Unknown,I simplify processes and reduce bureaucratic hurdles that might stifle creativity and innovation.,,,,
Unknown,You fine-tune innovative strategies to maximize resource utilization and achieve desired outcomes.,,,,
Unknown,You take risks to reach beyond boundaries.,,,,
Unknown,You take calculated risks to achieve higher levels of performance.,,,,
Unknown,I can complete required training and certification.,,,,
Unknown,You set ambitious standards of performance.,,,,
Unknown,I set performance metrics to measure achievement or attainment of goals.,,,,
Unknown,You are flexible in adjusting priorities to meet the demands of changing situations.,,,,
Unknown,I seek to capitalize on risks.,,,,
Unknown,You develop appropriate strategies to minimize risks.,,,,
Unknown,You evaluate risks against acceptable risk levels.,,,,
Unknown,I conduct regular audits of the risk management framework.,,,,
Unknown,I evaluate the probability of a risk event occurrence.,,,,
Unknown,You involve relevant coworkers in the development of the plan.,,,,
Unknown,I schedule staff based on seasonal needs.,,,,
Unknown,I know how to create effective project plans.,,,,
Unknown,I analyze market trends to plan the best course of action.,,,,
Unknown,I am open to input from others into the plan for development of the strategic plan.,,,,
Unknown,Inspires creativity in their team.,,,,
Unknown,Is creative and inspirational.,,,,
Unknown,"Conceives, implements and evaluates ideas.",,,,
Unknown,Adds value to the department/organization.,,,,
Unknown,Creates a lot of new ideas.,,,,
Unknown,Supports and mentors others that may have different cultural backgrounds.,,,,
Unknown,Engages with individuals that have different cultural backgrounds.,,,,
Unknown,Is responsive to individuals from other cultures.,,,,
Unknown,Communicates with others without the influence of racism.,,,,
Unknown,Is curious and willing to ask questions about the cultural differences in the workplace.,,,,
Unknown,Uses a scheduler/planner to keep tasks organized and on time.,,,,
Unknown,Assigns tasks based on skills of team members.,,,,
Unknown,Switches attention to more urgent tasks when necessary.,,,,
Unknown,Plans and organizes continuously while performing all other responsibilities and activities.,,,,
Unknown,Assesses current capabilities before committing to new requests from customers.,,,,
Unknown,Ability to establish realistic goals.,,,,
Unknown,"Organizes and schedules events, activities, and resources.",,,,
Unknown,"Assures [Company] principles are understood, employed & pursued.",,,,
Unknown,Encourages me to take on greater responsibility.,,,,
Unknown,Sets long-term and short-term goals.,,,,
Unknown,Meets with customers to gain insight into their core needs and how best to serve them.,,,,
Unknown,Ensures that the department's goals are strategically aligned with the company's goals.,,,,
Unknown,Identifies potential problems before they become critical incidents.,,,,
Unknown,Maintains knowledge of current trends in the industry.,,,,
Unknown,Develops a plan and strategy for each functional area within the mission statement.,,,,
Unknown,Has a strategic awareness on how to promote the organization.,,,,
Unknown,Balances risks and rewards when making decisions.,,,,
Unknown,Is comfortable operating in an environment of uncertainty.,,,,
Unknown,Encourages risk taking for developing potential business opportunities.,,,,
